# mark data_count fit_count residual
428 1.8370000000e+03 1.8351222936e+03 1.8777064218e+00
429 1.7930000000e+03 1.6726564507e+03 1.2034354932e+02
430 2.0070000000e+03 1.7663778566e+03 2.4062214342e+02
431 1.8270000000e+03 1.8088502000e+03 1.8149800036e+01
432 1.7680000000e+03 1.8245804540e+03 -5.6580453969e+01
433 1.7560000000e+03 1.6662444852e+03 8.9755514824e+01
434 1.8620000000e+03 1.7529677781e+03 1.0903222191e+02
435 1.9160000000e+03 1.7989689845e+03 1.1703101553e+02
436 1.8100000000e+03 1.8141769115e+03 -4.1769115410e+00
437 1.7040000000e+03 1.6599316876e+03 4.4068312379e+01
438 1.7570000000e+03 1.7447954235e+03 1.2204576470e+01
439 1.6460000000e+03 1.7850055797e+03 -1.3900557974e+02
440 1.8250000000e+03 1.8038399571e+03 2.1160042903e+01
441 1.7480000000e+03 1.6536445387e+03 9.4355461260e+01
442 1.6290000000e+03 1.7366100451e+03 -1.0761004507e+02
443 1.6520000000e+03 1.7757103401e+03 -1.2371034008e+02
444 1.7380000000e+03 1.7897420648e+03 -5.1742064828e+01
445 1.8620000000e+03 1.6473139166e+03 2.1468608344e+02
446 1.7440000000e+03 1.7283472962e+03 1.5652703793e+01
447 1.6180000000e+03 1.7663177258e+03 -1.4831772577e+02
448 1.6350000000e+03 1.7797808604e+03 -1.4478086039e+02
449 1.6530000000e+03 1.6375004820e+03 1.5499517959e+01
450 1.8340000000e+03 1.7199472638e+03 1.1405273621e+02
451 1.6040000000e+03 1.7567711155e+03 -1.5277111545e+02
452 1.6250000000e+03 1.7696514329e+03 -1.4465143292e+02
453 1.6530000000e+03 1.6312949043e+03 2.1705095725e+01
454 1.5520000000e+03 1.7083399457e+03 -1.5633994572e+02
455 1.7830000000e+03 1.7470182953e+03 3.5981704672e+01
456 1.6300000000e+03 1.7593041685e+03 -1.2930416854e+02
457 1.6630000000e+03 1.6248230106e+03 3.8176989394e+01
458 1.6230000000e+03 1.6998674287e+03 -7.6867428748e+01
459 1.5910000000e+03 1.7343312672e+03 -1.4333126717e+02
460 1.7150000000e+03 1.7486937864e+03 -3.3693786389e+01
461 1.5960000000e+03 1.6180380546e+03 -2.2038054552e+01
462 1.5970000000e+03 1.6910653361e+03 -9.4065336051e+01
463 1.5760000000e+03 1.7243553315e+03 -1.4835533151e+02
464 1.5680000000e+03 1.7354075997e+03 -1.6740759974e+02
465 1.7580000000e+03 1.6108976396e+03 1.4710236039e+02
466 1.5110000000e+03 1.6818955407e+03 -1.7089554071e+02
467 1.4930000000e+03 1.7140066015e+03 -2.2100660153e+02
468 1.4890000000e+03 1.7244470560e+03 -2.3544705599e+02
469 1.5610000000e+03 1.6012748064e+03 -4.0274806437e+01
470 1.7030000000e+03 1.6723240653e+03 3.0675934742e+01
471 1.5170000000e+03 1.7032539065e+03 -1.8625390653e+02
472 1.4900000000e+03 1.7130799141e+03 -2.2307991409e+02
473 1.5510000000e+03 1.5935767172e+03 -4.2576717206e+01
474 1.4910000000e+03 1.6604899095e+03 -1.6948990946e+02
475 1.6660000000e+03 1.6920700162e+03 -2.6070016160e+01
476 1.6270000000e+03 1.7012810577e+03 -7.4281057718e+01
477 1.5460000000e+03 1.5853912081e+03 -3.9391208076e+01
478 1.4700000000e+03 1.6502633964e+03 -1.8026339639e+02
479 1.5170000000e+03 1.6788339551e+03 -1.6183395514e+02
480 1.6360000000e+03 1.6890290878e+03 -5.3029087815e+01
481 1.5440000000e+03 1.5766956456e+03 -3.2695645620e+01
482 1.5070000000e+03 1.6395299058e+03 -1.3252990577e+02
483 1.4980000000e+03 1.6669282868e+03 -1.6892828684e+02
484 1.5680000000e+03 1.6749189056e+03 -1.0691890555e+02
485 1.7000000000e+03 1.5674710390e+03 1.3252896100e+02
486 1.4890000000e+03 1.6282739248e+03 -1.3927392480e+02
487 1.4820000000e+03 1.6545076574e+03 -1.7250765744e+02
488 1.4830000000e+03 1.6618930496e+03 -1.7889304965e+02
489 1.5010000000e+03 1.5565028850e+03 -5.5502884972e+01
490 1.5790000000e+03 1.6164832808e+03 -3.7483280821e+01
491 1.5080000000e+03 1.6415620486e+03 -1.3356204857e+02
492 1.4700000000e+03 1.6483489063e+03 -1.7834890633e+02
493 1.4350000000e+03 1.5463368052e+03 -1.1133680520e+02
494 1.4340000000e+03 1.6031175690e+03 -1.6911756898e+02
495 1.5740000000e+03 1.6280845086e+03 -5.4084508637e+01
496 1.4270000000e+03 1.6342810332e+03 -2.0728103320e+02
497 1.4430000000e+03 1.5355856317e+03 -9.2585631690e+01
498 1.4260000000e+03 1.5903729162e+03 -1.6437291622e+02
499 1.3860000000e+03 1.6131879150e+03 -2.2718791499e+02
500 1.5710000000e+03 1.6196867908e+03 -4.8686790837e+01
501 1.4700000000e+03 1.5242457513e+03 -5.4245751350e+01
502 1.5340000000e+03 1.5770583448e+03 -4.3058344769e+01
503 1.4010000000e+03 1.5987579177e+03 -1.9775791766e+02
504 1.3950000000e+03 1.6038136638e+03 -2.0881366378e+02
505 1.5990000000e+03 1.5123162733e+03 8.6683726666e+01
506 1.4230000000e+03 1.5631755608e+03 -1.4017556077e+02
507 1.3790000000e+03 1.5837767813e+03 -2.0477678127e+02
508 1.3640000000e+03 1.5882734377e+03 -2.2427343773e+02
509 1.3420000000e+03 1.4991606253e+03 -1.5716062528e+02
510 1.5820000000e+03 1.5487286774e+03 3.3271322594e+01
511 1.4480000000e+03 1.5682501057e+03 -1.2025010570e+02
512 1.4090000000e+03 1.5722008665e+03 -1.6320086651e+02
513 1.3510000000e+03 1.4861489382e+03 -1.3514893820e+02
514 1.3200000000e+03 1.5331852786e+03 -2.1318527855e+02
515 1.5270000000e+03 1.5521856318e+03 -2.5185631845e+01
516 1.3470000000e+03 1.5556046130e+03 -2.0860461302e+02
517 1.2990000000e+03 1.4725481782e+03 -1.7354817817e+02
518 1.3870000000e+03 1.5177079388e+03 -1.3070793881e+02
519 1.3660000000e+03 1.5351404126e+03 -1.6914041262e+02
520 1.4690000000e+03 1.5384952373e+03 -6.9495237339e+01
521 1.3430000000e+03 1.4583682821e+03 -1.1536828209e+02
522 1.3390000000e+03 1.5016817132e+03 -1.6268171325e+02
523 1.3260000000e+03 1.5180964886e+03 -1.9209648859e+02
524 1.2550000000e+03 1.5205065049e+03 -2.6550650486e+02
525 1.4400000000e+03 1.4436210338e+03 -3.6210338384e+00
526 1.3540000000e+03 1.4851201421e+03 -1.3112014207e+02
527 1.3280000000e+03 1.5005406936e+03 -1.7254069361e+02
528 1.3520000000e+03 1.5024645449e+03 -1.5046454488e+02
529 1.2610000000e+03 1.4280048576e+03 -1.6700485764e+02
530 1.4640000000e+03 1.4680383291e+03 -4.0383291382e+00
531 1.2880000000e+03 1.4824890222e+03 -1.9448902219e+02
532 1.3600000000e+03 1.4839436741e+03 -1.2394367413e+02
533 1.2340000000e+03 1.4122113720e+03 -1.7821137200e+02
534 1.2290000000e+03 1.4501918103e+03 -2.2119181026e+02
535 1.3860000000e+03 1.4639588047e+03 -7.7958804698e+01
536 1.2820000000e+03 1.4649616486e+03 -1.8296164858e+02
537 1.3150000000e+03 1.3958892546e+03 -8.0889254607e+01
538 1.3310000000e+03 1.4321593330e+03 -1.0115933305e+02
539 1.2560000000e+03 1.4447533887e+03 -1.8875338868e+02
540 1.4580000000e+03 1.4455373596e+03 1.2462640386e+01
541 1.3200000000e+03 1.3790572031e+03 -5.9057203086e+01
542 1.2280000000e+03 1.4136546218e+03 -1.8565462180e+02
543 1.2540000000e+03 1.4253552482e+03 -1.7135524824e+02
544 1.1910000000e+03 1.4255141244e+03 -2.3451412444e+02
545 1.4890000000e+03 1.3617350336e+03 1.2726496642e+02
546 1.2280000000e+03 1.3946985149e+03 -1.6669851494e+02
547 1.2830000000e+03 1.4055327878e+03 -1.2253278784e+02
548 1.3050000000e+03 1.4052928834e+03 -1.0029288336e+02
549 1.1660000000e+03 1.3437993333e+03 -1.7779933333e+02
550 1.4610000000e+03 1.3753127326e+03 8.5687267400e+01
551 1.2350000000e+03 1.3853081263e+03 -1.5030812627e+02
552 1.2350000000e+03 1.3846878877e+03 -1.4968788773e+02
553 1.2590000000e+03 1.3255825414e+03 -6.6582541361e+01
554 1.2640000000e+03 1.3554025202e+03 -9.1402520202e+01
555 1.4210000000e+03 1.3647040803e+03 5.6295919713e+01
556 1.3120000000e+03 1.3637219983e+03 -5.1721998294e+01
557 1.2170000000e+03 1.3069374740e+03 -8.9937474040e+01
558 1.1660000000e+03 1.3352438447e+03 -1.6924384470e+02
559 1.2150000000e+03 1.3436491986e+03 -1.2864919860e+02
560 1.4750000000e+03 1.3424186191e+03 1.3258138089e+02
561 1.2520000000e+03 1.2878877986e+03 -3.5887798593e+01
562 1.1870000000e+03 1.3147222442e+03 -1.2772224417e+02
563 1.1830000000e+03 1.3223721035e+03 -1.3937210346e+02
564 1.2030000000e+03 1.3207252101e+03 -1.1772521007e+02
565 1.4500000000e+03 1.2684577293e+03 1.8154227073e+02
566 1.2890000000e+03 1.2938623494e+03 -4.8623493856e+00
567 1.1540000000e+03 1.3007850902e+03 -1.4678509020e+02
568 1.2080000000e+03 1.2988309685e+03 -9.0830968522e+01
569 1.1430000000e+03 1.2486107051e+03 -1.0561070506e+02
570 1.3760000000e+03 1.2726891473e+03 1.0331085275e+02
571 1.2910000000e+03 1.2789131574e+03 1.2086842554e+01
572 1.1040000000e+03 1.2766699982e+03 -1.7266999823e+02
573 1.1390000000e+03 1.2285041028e+03 -8.9504102784e+01
574 1.1440000000e+03 1.2511790510e+03 -1.0717905098e+02
575 1.3920000000e+03 1.2567815160e+03 1.3521848401e+02
576 1.1840000000e+03 1.2542672831e+03 -7.0267283131e+01
577 1.1520000000e+03 1.2080906572e+03 -5.6090657193e+01
578 1.1840000000e+03 1.2294631687e+03 -4.5463168653e+01
579 1.0910000000e+03 1.2343767283e+03 -1.4337672834e+02
580 1.4240000000e+03 1.2316479045e+03 1.9235209545e+02
581 1.1550000000e+03 1.1873961370e+03 -3.2396137045e+01
582 1.1520000000e+03 1.2075090524e+03 -5.5509052408e+01
583 1.1740000000e+03 1.2118081579e+03 -3.7808157919e+01
584 1.0680000000e+03 1.2088063219e+03 -1.4080632193e+02
585 1.3450000000e+03 1.1664464180e+03 1.7855358199e+02
586 1.1640000000e+03 1.1853425150e+03 -2.1342515006e+01
587 1.1420000000e+03 1.1890550512e+03 -4.7055051247e+01
588 1.0600000000e+03 1.1858340021e+03 -1.2583400211e+02
589 1.0750000000e+03 1.1452433048e+03 -7.0243304840e+01
590 1.3230000000e+03 1.1629893262e+03 1.6001067383e+02
591 1.1580000000e+03 1.1661428967e+03 -8.1428966821e+00
592 1.1170000000e+03 1.1627193669e+03 -4.5719366912e+01
593 1.0460000000e+03 1.1238649424e+03 -7.7864942377e+01
594 1.0760000000e+03 1.1404562768e+03 -6.4456276772e+01
595 1.3880000000e+03 1.1430970293e+03 2.4490297069e+02
596 1.1450000000e+03 1.1394873494e+03 5.5126505679e+00
597 1.1260000000e+03 1.1023083145e+03 2.3691685459e+01
598 1.0890000000e+03 1.1178098089e+03 -2.8809808878e+01
599 9.5100000000e+02 1.1199278684e+03 -1.6892786839e+02
600 1.4280000000e+03 1.1161626479e+03 3.1183735209e+02
601 1.1630000000e+03 1.0805991504e+03 8.2400849602e+01
602 1.1010000000e+03 1.0950526032e+03 5.9473968277e+00
603 1.0480000000e+03 1.0966921998e+03 -4.8692199841e+01
604 9.4900000000e+02 1.0927582698e+03 -1.4375826982e+02
605 1.3600000000e+03 1.0587629490e+03 3.0123705100e+02
606 1.1000000000e+03 1.0722097319e+03 2.7790268149e+01
607 1.0780000000e+03 1.0733969274e+03 4.6030726050e+00
608 1.0590000000e+03 1.0693230685e+03 -1.0323068495e+01
609 9.2500000000e+02 1.0368161228e+03 -1.1181612276e+02
610 1.3810000000e+03 1.0493059234e+03 3.3169407662e+02
611 1.1120000000e+03 1.0500662868e+03 6.1933713166e+01
612 1.0310000000e+03 1.0458670313e+03 -1.4867031311e+01
613 9.8800000000e+02 1.0148026910e+03 -2.6802690959e+01
614 9.6300000000e+02 1.0263587492e+03 -6.3358749215e+01
615 1.4040000000e+03 1.0267240894e+03 3.7727591057e+02
616 1.1010000000e+03 1.0224134711e+03 7.8586528889e+01
617 1.1460000000e+03 9.9273654917e+02 1.5326345083e+02
618 1.0270000000e+03 1.0034068307e+03 2.3593169285e+01
619 9.2400000000e+02 1.0033884741e+03 -7.9388474129e+01
620 1.3490000000e+03 9.9898522257e+02 3.5001477743e+02
621 1.1090000000e+03 9.7064179822e+02 1.3835820178e+02
622 1.0570000000e+03 9.8046542755e+02 7.6534572453e+01
623 9.7100000000e+02 9.8009360503e+02 -9.0936050255e+00
624 8.0600000000e+02 9.7560036508e+02 -1.6960036508e+02
625 1.3230000000e+03 9.4854205629e+02 3.7445794371e+02
626 1.0710000000e+03 9.5755747011e+02 1.1344252989e+02
627 1.0240000000e+03 9.5685549160e+02 6.7144508399e+01
628 8.9100000000e+02 9.5228983575e+02 -6.1289835746e+01
629 7.6400000000e+02 9.2645515895e+02 -1.6245515895e+02
630 1.3440000000e+03 9.3470532525e+02 4.0929467475e+02
631 1.0380000000e+03 9.3369586901e+02 1.0430413099e+02
632 9.7900000000e+02 9.2906976127e+02 4.9930238728e+01
633 8.1900000000e+02 9.0441460877e+02 -8.5414608767e+01
634 6.7700000000e+02 9.1191391626e+02 -2.3491391626e+02
635 1.3130000000e+03 9.1063585502e+02 4.0236414498e+02
636 1.0270000000e+03 9.0596072721e+02 1.2103927279e+02
637 9.0500000000e+02 8.8243653898e+02 2.2563461017e+01
638 8.2000000000e+02 8.8923798624e+02 -6.9237986240e+01
639 6.8100000000e+02 8.8761425623e+02 -2.0661425623e+02
640 1.3230000000e+03 8.8298267206e+02 4.4001732794e+02
641 1.0330000000e+03 8.6054227519e+02 1.7245772481e+02
642 9.4300000000e+02 8.6668117822e+02 7.6318821780e+01
643 7.3900000000e+02 8.6481224898e+02 -1.2581224898e+02
644 6.2100000000e+02 8.5977881728e+02 -2.3877881728e+02
645 1.3440000000e+03 8.3875248209e+02 5.0524751791e+02
646 9.5200000000e+02 8.4426329961e+02 1.0773670039e+02
647 8.5000000000e+02 8.4216915549e+02 7.8308445127e+00
648 7.3700000000e+02 8.3711165563e+02 -1.0011165563e+02
649 5.4800000000e+02 8.1558391864e+02 -2.6758391864e+02
650 1.2940000000e+03 8.2200344620e+02 4.7199655380e+02
651 9.1900000000e+02 8.1970336784e+02 9.9296632164e+01
652 8.0700000000e+02 8.1463119917e+02 -7.6311991705e+00
653 5.9800000000e+02 7.9403751985e+02 -1.9603751985e+02
654 4.8700000000e+02 7.9476843784e+02 -3.0776843784e+02
655 1.2630000000e+03 7.9743253764e+02 4.6556746236e+02
656 8.9400000000e+02 7.9235459133e+02 1.0164540867e+02
657 7.4600000000e+02 7.7265396112e+02 -2.6653961121e+01
658 5.7300000000e+02 7.7282338132e+02 -1.9982338132e+02
659 3.9000000000e+02 7.6026649018e+02 -3.7026649018e+02
660 1.3340000000e+03 7.7029822593e+02 5.6370177407e+02
661 8.5500000000e+02 7.5145106969e+02 1.0354893031e+02
662 6.7300000000e+02 7.5109207375e+02 -7.8092073755e+01
663 5.0200000000e+02 7.3835905042e+02 -2.3635905042e+02
664 3.6700000000e+02 7.1057979393e+02 -3.4357979393e+02
665 1.2410000000e+03 7.3044590190e+02 5.1055409810e+02
666 7.4800000000e+02 7.2959068307e+02 1.8409316930e+01
667 6.0200000000e+02 7.1670476440e+02 -1.1470476440e+02
668 3.9700000000e+02 6.8903484029e+02 -2.9203484029e+02
669 2.9300000000e+02 6.2833092174e+02 -3.3533092174e+02
670 1.2320000000e+03 7.0833457837e+02 5.2366542163e+02
671 6.9000000000e+02 6.9531831879e+02 -5.3183187941e+00
672 5.0100000000e+02 6.6778007129e+02 -1.6678007129e+02
673 3.6200000000e+02 6.0828478989e+02 -2.4628478989e+02
674 2.1200000000e+02 5.3806544187e+02 -3.2606544187e+02
675 1.2070000000e+03 6.7421358064e+02 5.3278641936e+02
676 6.6400000000e+02 6.4682868255e+02 1.7171317453e+01
677 4.2200000000e+02 5.8853341962e+02 -1.6653341962e+02
678 2.6300000000e+02 5.1913307056e+02 -2.5613307056e+02
679 1.6000000000e+02 4.1903260610e+02 -2.5903260610e+02
680 1.1110000000e+03 6.2619302629e+02 4.8480697371e+02
681 5.3900000000e+02 5.6908956949e+02 -3.0089569494e+01
682 3.4300000000e+02 5.0056355510e+02 -1.5756355510e+02
683 2.1600000000e+02 4.0265807271e+02 -1.8665807271e+02
684 9.9000000000e+01 2.9111982625e+02 -1.9211982625e+02
685 9.9700000000e+02 5.4996508893e+02 4.4703491107e+02
686 5.1300000000e+02 4.8236556759e+02 3.0634432414e+01
687 3.0000000000e+02 3.8668099428e+02 -8.6680994279e+01
688 1.4000000000e+02 2.7845344911e+02 -1.3845344911e+02
689 5.9000000000e+01 1.6957155429e+02 -1.1057155429e+02
690 9.4800000000e+02 4.6454685531e+02 4.8345314469e+02
691 3.9300000000e+02 3.7110492187e+02 2.1895078130e+01
692 1.9100000000e+02 2.6616690267e+02 -7.5166902666e+01
693 7.4000000000e+01 1.6151847145e+02 -8.7518471447e+01
694 2.8000000000e+01 9.1787117291e+01 -6.3787117291e+01
695 8.0900000000e+02 3.5593256661e+02 4.5306743339e+02
696 2.6500000000e+02 2.5425872063e+02 1.0741279371e+01
697 1.0800000000e+02 1.5374469049e+02 -4.5744690491e+01
698 4.3000000000e+01 8.6930596736e+01 -4.3930596736e+01
699 1.1000000000e+01 4.2498116057e+01 -3.1498116057e+01
700 6.8600000000e+02 2.4272681268e+02 4.4327318732e+02
701 1.9500000000e+02 1.4624691573e+02 4.8753084266e+01
702 4.5000000000e+01 8.2275840536e+01 -3.7275840536e+01
703 1.1000000000e+01 4.0020483934e+01 -2.9020483934e+01
704 2.0000000000e+00 1.6831271034e+01 -1.4831271034e+01
705 5.5000000000e+02 1.3902147412e+02 4.1097852588e+02
706 1.0000000000e+02 7.7818105610e+01 2.2181894390e+01
707 2.5000000000e+01 3.7662030623e+01 -1.2662030623e+01
708 3.0000000000e+00 1.5759820995e+01 -1.2759820995e+01
709 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
710 3.6400000000e+02 7.3552521476e+01 2.9044747852e+02
711 4.5000000000e+01 3.5418795653e+01 9.5812043469e+00
712 7.0000000000e+00 1.4746684555e+01 -7.7466845546e+00
713 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
714 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
715 2.1700000000e+02 3.3286829676e+01 1.8371317032e+02
716 1.0000000000e+01 1.3789425277e+01 -3.7894252771e+00
717 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
718 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
719 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
720 6.1000000000e+01 1.2885655941e+01 4.8114344059e+01
